Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
294.26	58.797	761.17	0.0013138	11.090	11.430	52.819	44.882	200.58	324.81	0.16260	6.4797e-05	0.084048	0.0010683	203.24	0.0049204	16.569	17.842	74.610	48.055	221.89	194.77	1.0632	1.8175e-05	0.037255
294.34	58.911	760.22	0.0013154	11.102	11.443	52.861	44.913	201.67	323.82	0.16363	6.4647e-05	0.083959	0.0010570	203.95	0.0049033	16.562	17.834	74.573	48.122	223.68	194.67	1.0613	1.8201e-05	0.037411
294.42	59.025	759.27	0.0013170	11.114	11.456	52.903	44.944	202.78	322.84	0.16467	6.4496e-05	0.083871	0.0010458	204.66	0.0048862	16.556	17.825	74.535	48.190	225.50	194.57	1.0594	1.8228e-05	0.037569
294.51	59.140	758.32	0.0013187	11.126	11.469	52.945	44.976	203.90	321.85	0.16572	6.4346e-05	0.083783	0.0010346	205.37	0.0048692	16.549	17.817	74.498	48.259	227.35	194.46	1.0575	1.8254e-05	0.037728
294.59	59.254	757.36	0.0013204	11.138	11.482	52.987	45.008	205.04	320.86	0.16678	6.4195e-05	0.083697	0.0010234	206.09	0.0048522	16.543	17.808	74.460	48.328	229.23	194.36	1.0555	1.8281e-05	0.037890
294.67	59.368	756.40	0.0013220	11.150	11.495	53.029	45.041	206.20	319.87	0.16785	6.4045e-05	0.083610	0.0010123	206.82	0.0048352	16.536	17.799	74.422	48.397	231.14	194.25	1.0536	1.8308e-05	0.038052
294.76	59.483	755.44	0.0013237	11.162	11.508	53.071	45.074	207.37	318.87	0.16893	6.3894e-05	0.083525	0.0010012	207.54	0.0048182	16.529	17.790	74.384	48.467	233.09	194.15	1.0517	1.8336e-05	0.038217
294.84	59.597	754.47	0.0013254	11.174	11.521	53.113	45.107	208.57	317.87	0.17002	6.3743e-05	0.083440	0.00099019	208.28	0.0048013	16.522	17.782	74.346	48.537	235.06	194.04	1.0497	1.8363e-05	0.038383
294.92	59.711	753.50	0.0013271	11.186	11.535	53.156	45.141	209.79	316.88	0.17111	6.3592e-05	0.083356	0.00097920	209.01	0.0047845	16.515	17.773	74.308	48.608	237.07	193.94	1.0478	1.8391e-05	0.038550
295.00	59.826	752.53	0.0013289	11.198	11.548	53.198	45.176	211.02	315.88	0.17222	6.3441e-05	0.083272	0.00096825	209.75	0.0047676	16.508	17.764	74.269	48.679	239.11	193.83	1.0459	1.8419e-05	0.038720
295.08	59.940	751.55	0.0013306	11.210	11.561	53.240	45.211	212.28	314.87	0.17334	6.3290e-05	0.083189	0.00095735	210.49	0.0047508	16.502	17.755	74.231	48.751	241.19	193.72	1.0439	1.8447e-05	0.038891
295.17	60.054	750.57	0.0013323	11.222	11.574	53.283	45.246	213.55	313.87	0.17446	6.3139e-05	0.083107	0.00094649	211.24	0.0047340	16.495	17.746	74.192	48.823	243.31	193.62	1.0419	1.8475e-05	0.039064
295.25	60.169	749.58	0.0013341	11.234	11.587	53.325	45.282	214.85	312.86	0.17560	6.2988e-05	0.083026	0.00093567	211.99	0.0047173	16.488	17.737	74.153	48.896	245.46	193.51	1.0400	1.8504e-05	0.039239
295.33	60.283	748.59	0.0013358	11.246	11.601	53.368	45.319	216.18	311.86	0.17674	6.2836e-05	0.082945	0.00092489	212.74	0.0047005	16.480	17.728	74.114	48.970	247.65	193.40	1.0380	1.8532e-05	0.039416
295.41	60.397	747.60	0.0013376	11.258	11.614	53.411	45.356	217.52	310.84	0.17790	6.2685e-05	0.082865	0.00091415	213.50	0.0046838	16.473	17.718	74.075	49.043	249.88	193.29	1.0360	1.8561e-05	0.039595
295.49	60.512	746.61	0.0013394	11.270	11.627	53.453	45.394	218.89	309.83	0.17907	6.2533e-05	0.082786	0.00090346	214.26	0.0046671	16.466	17.709	74.035	49.118	252.14	193.18	1.0340	1.8590e-05	0.039775
295.57	60.626	745.61	0.0013412	11.283	11.641	53.496	45.432	220.28	308.82	0.18025	6.2381e-05	0.082708	0.00089281	215.03	0.0046505	16.459	17.700	73.996	49.193	254.45	193.07	1.0320	1.8620e-05	0.039958
295.66	60.740	744.60	0.0013430	11.295	11.654	53.539	45.471	221.70	307.80	0.18144	6.2229e-05	0.082631	0.00088220	215.80	0.0046339	16.452	17.690	73.956	49.268	256.80	192.96	1.0300	1.8649e-05	0.040142
295.74	60.855	743.59	0.0013448	11.307	11.667	53.582	45.511	223.14	306.78	0.18264	6.2077e-05	0.082554	0.00087163	216.58	0.0046173	16.444	17.681	73.917	49.344	259.20	192.85	1.0280	1.8679e-05	0.040329
295.82	60.969	742.58	0.0013467	11.319	11.681	53.625	45.551	224.61	305.76	0.18385	6.1924e-05	0.082479	0.00086110	217.36	0.0046007	16.437	17.671	73.877	49.421	261.64	192.74	1.0260	1.8709e-05	0.040518
295.90	61.083	741.57	0.0013485	11.332	11.694	53.669	45.592	226.10	304.73	0.18507	6.1772e-05	0.082404	0.00085062	218.14	0.0045842	16.429	17.662	73.836	49.498	264.12	192.63	1.0240	1.8739e-05	0.040709
295.98	61.198	740.55	0.0013504	11.344	11.708	53.712	45.633	227.63	303.70	0.18630	6.1619e-05	0.082330	0.00084018	218.93	0.0045676	16.422	17.652	73.796	49.576	266.65	192.52	1.0219	1.8770e-05	0.040902
296.06	61.312	739.52	0.0013522	11.356	11.721	53.755	45.675	229.18	302.67	0.18755	6.1466e-05	0.082258	0.00082978	219.72	0.0045512	16.414	17.642	73.756	49.655	269.23	192.40	1.0199	1.8800e-05	0.041097
296.14	61.426	738.49	0.0013541	11.369	11.735	53.799	45.718	230.76	301.64	0.18881	6.1313e-05	0.082186	0.00081942	220.52	0.0045347	16.407	17.633	73.715	49.734	271.86	192.29	1.0178	1.8831e-05	0.041295
296.22	61.540	737.46	0.0013560	11.381	11.748	53.842	45.762	232.37	300.60	0.19008	6.1160e-05	0.082115	0.00080911	221.33	0.0045182	16.399	17.623	73.674	49.814	274.54	192.17	1.0158	1.8862e-05	0.041494
296.30	61.655	736.42	0.0013579	11.393	11.762	53.886	45.806	234.02	299.57	0.19136	6.1006e-05	0.082046	0.00079884	222.13	0.0045018	16.391	17.613	73.633	49.894	277.27	192.06	1.0137	1.8894e-05	0.041697
296.38	61.769	735.38	0.0013598	11.406	11.776	53.930	45.851	235.69	298.53	0.19266	6.0853e-05	0.081977	0.00078861	222.95	0.0044854	16.384	17.603	73.592	49.975	280.06	191.94	1.0116	1.8926e-05	0.041901
296.46	61.883	734.33	0.0013618	11.418	11.789	53.973	45.897	237.40	297.48	0.19397	6.0699e-05	0.081909	0.00077842	223.76	0.0044690	16.376	17.593	73.550	50.057	282.90	191.83	1.0095	1.8957e-05	0.042109
296.54	61.998	733.28	0.0013637	11.431	11.803	54.017	45.944	239.14	296.43	0.19529	6.0544e-05	0.081843	0.00076828	224.59	0.0044526	16.368	17.583	73.509	50.140	285.80	191.71	1.0074	1.8990e-05	0.042318
296.62	62.112	732.22	0.0013657	11.443	11.817	54.061	45.991	240.92	295.39	0.19662	6.0390e-05	0.081778	0.00075817	225.42	0.0044363	16.360	17.573	73.467	50.223	288.75	191.59	1.0053	1.9022e-05	0.042530
296.70	62.226	731.16	0.0013677	11.456	11.830	54.105	46.039	242.74	294.33	0.19797	6.0235e-05	0.081714	0.00074811	226.25	0.0044199	16.352	17.563	73.425	50.307	291.77	191.47	1.0032	1.9055e-05	0.042745
296.78	62.341	730.10	0.0013697	11.468	11.844	54.150	46.088	244.59	293.28	0.19933	6.0080e-05	0.081651	0.00073810	227.09	0.0044036	16.344	17.552	73.383	50.392	294.85	191.35	1.0011	1.9088e-05	0.042963
296.86	62.455	729.02	0.0013717	11.481	11.858	54.194	46.138	246.48	292.22	0.20071	5.9925e-05	0.081590	0.00072812	227.93	0.0043873	16.336	17.542	73.340	50.477	298.00	191.23	0.99895	1.9121e-05	0.043183
296.94	62.569	727.95	0.0013737	11.494	11.872	54.239	46.189	248.41	291.16	0.20210	5.9769e-05	0.081530	0.00071819	228.78	0.0043710	16.328	17.531	73.298	50.563	301.21	191.11	0.99681	1.9155e-05	0.043406
297.02	62.684	726.87	0.0013758	11.506	11.886	54.283	46.241	250.38	290.09	0.20350	5.9614e-05	0.081471	0.00070830	229.64	0.0043547	16.320	17.521	73.255	50.650	304.49	190.99	0.99466	1.9189e-05	0.043632
297.10	62.798	725.78	0.0013778	11.519	11.900	54.328	46.293	252.40	289.02	0.20492	5.9458e-05	0.081414	0.00069846	230.50	0.0043385	16.311	17.510	73.212	50.738	307.85	190.87	0.99250	1.9223e-05	0.043861
297.17	62.912	724.68	0.0013799	11.532	11.914	54.373	46.347	254.46	287.95	0.20635	5.9301e-05	0.081358	0.00068866	231.36	0.0043222	16.303	17.500	73.168	50.827	311.27	190.74	0.99032	1.9257e-05	0.044093
297.25	63.027	723.59	0.0013820	11.545	11.928	54.418	46.402	256.56	286.88	0.20780	5.9144e-05	0.081303	0.00067890	232.24	0.0043060	16.294	17.489	73.125	50.916	314.77	190.62	0.98814	1.9292e-05	0.044328
297.33	63.141	722.48	0.0013841	11.557	11.942	54.463	46.457	258.72	285.80	0.20926	5.8987e-05	0.081250	0.00066918	233.11	0.0042898	16.286	17.478	73.081	51.007	318.35	190.49	0.98594	1.9327e-05	0.044566
297.41	63.255	721.37	0.0013862	11.570	11.956	54.508	46.514	260.92	284.72	0.21074	5.8830e-05	0.081199	0.00065951	234.00	0.0042735	16.277	17.467	73.037	51.098	322.01	190.37	0.98374	1.9362e-05	0.044807
297.49	63.370	720.26	0.0013884	11.583	11.970	54.553	46.571	263.17	283.64	0.21224	5.8672e-05	0.081149	0.00064988	234.89	0.0042573	16.269	17.456	72.993	51.190	325.75	190.24	0.98152	1.9398e-05	0.045052
