Temperature (K)	Pressure (bar)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/bar)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/bar)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
63.151	0.12520	867.22	0.0011531	-4.2230	-4.2226	67.951	32.951	56.033	995.28	-0.040419	308.36	0.17742	0.012239	0.67427	1.4831	1.2945	1.8147	163.55	21.007	29.647	161.11	4.0718	4.3720	0.0061675
65.247	0.18159	858.57	0.0011647	-4.1055	-4.1049	69.781	32.544	56.134	973.84	-0.039750	276.62	0.17258	0.011729	0.94941	1.0533	1.3346	1.8704	161.36	21.066	29.809	163.47	3.7961	4.5266	0.0063600
66.871	0.23797	851.79	0.0011740	-4.0144	-4.0136	71.162	32.232	56.224	957.35	-0.039182	255.10	0.16888	0.011337	1.2174	0.82143	1.3651	1.9127	159.78	21.118	29.956	165.23	3.6051	4.6467	0.0065088
68.212	0.29436	846.14	0.0011818	-3.9390	-3.9380	72.278	31.978	56.307	943.78	-0.038677	239.08	0.16585	0.011015	1.4801	0.67564	1.3898	1.9470	158.55	21.166	30.093	166.63	3.4604	4.7461	0.0066318
69.363	0.35075	841.24	0.0011887	-3.8742	-3.8730	73.220	31.763	56.386	932.17	-0.038215	226.46	0.16326	0.010741	1.7386	0.57517	1.4108	1.9759	157.54	21.210	30.223	167.79	3.3446	4.8317	0.0067378
70.376	0.40714	836.90	0.0011949	-3.8171	-3.8158	74.037	31.577	56.462	921.95	-0.037785	216.13	0.16101	0.010500	1.9938	0.50156	1.4289	2.0010	156.69	21.251	30.346	168.79	3.2487	4.9073	0.0068316
71.284	0.46353	832.98	0.0012005	-3.7659	-3.7643	74.760	31.412	56.535	912.79	-0.037380	207.45	0.15899	0.010286	2.2461	0.44522	1.4450	2.0231	155.95	21.290	30.465	169.65	3.1670	4.9752	0.0069163
72.110	0.51991	829.40	0.0012057	-3.7193	-3.7175	75.411	31.264	56.607	904.47	-0.036994	199.98	0.15717	0.010091	2.4959	0.40065	1.4593	2.0429	155.29	21.328	30.580	170.42	3.0962	5.0372	0.0069938
72.868	0.57630	826.09	0.0012105	-3.6764	-3.6744	76.002	31.129	56.677	896.82	-0.036625	193.47	0.15551	0.0099133	2.7436	0.36448	1.4724	2.0608	154.71	21.363	30.692	171.11	3.0337	5.0943	0.0070655
73.571	0.63269	823.00	0.0012151	-3.6366	-3.6344	76.546	31.006	56.746	889.73	-0.036270	187.71	0.15397	0.0097491	2.9895	0.33451	1.4844	2.0772	154.18	21.398	30.801	171.73	2.9780	5.1473	0.0071325
74.227	0.68908	820.10	0.0012194	-3.5994	-3.5971	77.049	30.893	56.814	883.10	-0.035926	182.56	0.15255	0.0095963	3.2336	0.30925	1.4954	2.0923	153.70	21.431	30.908	172.30	2.9278	5.1970	0.0071956
74.843	0.74547	817.37	0.0012234	-3.5645	-3.5620	77.517	30.787	56.881	876.88	-0.035593	177.91	0.15121	0.0094534	3.4763	0.28766	1.5056	2.1063	153.25	21.464	31.012	172.82	2.8822	5.2437	0.0072553
75.423	0.80185	814.78	0.0012273	-3.5316	-3.5288	77.956	30.689	56.947	871.00	-0.035268	173.68	0.14996	0.0093190	3.7176	0.26899	1.5151	2.1193	152.84	21.495	31.115	173.30	2.8404	5.2879	0.0073120
75.974	0.85824	812.32	0.0012310	-3.5003	-3.4973	78.369	30.596	57.013	865.42	-0.034951	169.82	0.14877	0.0091920	3.9577	0.25267	1.5241	2.1315	152.46	21.526	31.215	173.75	2.8019	5.3299	0.0073663
76.497	0.91463	809.97	0.0012346	-3.4706	-3.4674	78.760	30.509	57.077	860.11	-0.034640	166.26	0.14765	0.0090717	4.1966	0.23829	1.5324	2.1430	152.10	21.555	31.315	174.16	2.7662	5.3700	0.0074183
76.996	0.97102	807.71	0.0012381	-3.4422	-3.4388	79.130	30.427	57.142	855.05	-0.034336	162.97	0.14658	0.0089571	4.4346	0.22550	1.5404	2.1538	151.76	21.585	31.413	174.55	2.7331	5.4082	0.0074684
77.473	1.0274	805.55	0.0012414	-3.4150	-3.4114	79.482	30.349	57.205	850.19	-0.034038	159.91	0.14556	0.0088479	4.6715	0.21406	1.5479	2.1640	151.45	21.613	31.509	174.91	2.7021	5.4450	0.0075167
77.931	1.0838	803.46	0.0012446	-3.3889	-3.3851	79.818	30.275	57.268	845.53	-0.033744	157.05	0.14458	0.0087434	4.9076	0.20376	1.5550	2.1736	151.15	21.641	31.605	175.26	2.6730	5.4803	0.0075634
78.370	1.1402	801.45	0.0012477	-3.3638	-3.3598	80.139	30.205	57.331	841.04	-0.033455	154.38	0.14365	0.0086432	5.1429	0.19444	1.5617	2.1828	150.86	21.669	31.699	175.58	2.6456	5.5143	0.0076087
78.794	1.1966	799.51	0.0012508	-3.3396	-3.3354	80.447	30.137	57.394	836.71	-0.033170	151.87	0.14275	0.0085469	5.3775	0.18596	1.5682	2.1915	150.59	21.696	31.793	175.88	2.6198	5.5472	0.0076527
79.203	1.2530	797.63	0.0012537	-3.3162	-3.3118	80.743	30.073	57.456	832.53	-0.032889	149.51	0.14189	0.0084542	5.6113	0.17821	1.5744	2.1999	150.33	21.722	31.886	176.17	2.5954	5.5790	0.0076955
79.598	1.3093	795.80	0.0012566	-3.2936	-3.2890	81.028	30.011	57.518	828.49	-0.032611	147.27	0.14105	0.0083648	5.8445	0.17110	1.5802	2.2078	150.09	21.749	31.978	176.45	2.5722	5.6098	0.0077373
79.980	1.3657	794.03	0.0012594	-3.2717	-3.2669	81.303	29.952	57.579	824.56	-0.032336	145.16	0.14025	0.0082785	6.0771	0.16455	1.5859	2.2154	149.85	21.774	32.069	176.71	2.5501	5.6397	0.0077780
80.351	1.4221	792.30	0.0012621	-3.2504	-3.2454	81.568	29.894	57.641	820.76	-0.032064	143.15	0.13949	0.0081950	6.3091	0.15850	1.5913	2.2227	149.62	21.800	32.159	176.96	2.5291	5.6688	0.0078179
80.710	1.4785	790.63	0.0012648	-3.2298	-3.2246	81.824	29.839	57.702	817.06	-0.031795	141.24	0.13875	0.0081141	6.5406	0.15289	1.5965	2.2298	149.40	21.825	32.249	177.19	2.5090	5.6970	0.0078569
81.060	1.5349	788.99	0.0012674	-3.2097	-3.2043	82.072	29.786	57.763	813.46	-0.031528	139.42	0.13802	0.0080357	6.7716	0.14768	1.6015	2.2365	149.19	21.850	32.339	177.42	2.4899	5.7246	0.0078951
81.400	1.5913	787.39	0.0012700	-3.1902	-3.1845	82.313	29.735	57.823	809.95	-0.031264	137.69	0.13732	0.0079596	7.0021	0.14281	1.6063	2.2430	148.99	21.874	32.428	177.63	2.4715	5.7514	0.0079326
81.731	1.6477	785.83	0.0012725	-3.1712	-3.1653	82.547	29.686	57.884	806.53	-0.031002	136.03	0.13664	0.0078856	7.2322	0.13827	1.6110	2.2492	148.79	21.898	32.516	177.84	2.4538	5.7776	0.0079694
82.053	1.7041	784.30	0.0012750	-3.1526	-3.1465	82.774	29.638	57.944	803.19	-0.030742	134.44	0.13597	0.0078137	7.4619	0.13401	1.6155	2.2552	148.61	21.922	32.604	178.04	2.4369	5.8032	0.0080056
82.368	1.7605	782.81	0.0012774	-3.1345	-3.1282	82.994	29.591	58.005	799.93	-0.030484	132.92	0.13532	0.0077436	7.6912	0.13002	1.6198	2.2610	148.42	21.946	32.691	178.23	2.4206	5.8283	0.0080412
82.675	1.8168	781.35	0.0012798	-3.1168	-3.1102	83.209	29.546	58.065	796.74	-0.030227	131.45	0.13469	0.0076754	7.9201	0.12626	1.6240	2.2666	148.25	21.969	32.779	178.41	2.4049	5.8528	0.0080763
82.975	1.8732	779.92	0.0012822	-3.0994	-3.0927	83.418	29.502	58.125	793.62	-0.029972	130.05	0.13407	0.0076088	8.1487	0.12272	1.6281	2.2720	148.07	21.992	32.865	178.58	2.3897	5.8768	0.0081108
83.268	1.9296	778.51	0.0012845	-3.0825	-3.0756	83.622	29.460	58.185	790.56	-0.029719	128.70	0.13347	0.0075438	8.3770	0.11937	1.6320	2.2773	147.91	22.015	32.952	178.75	2.3751	5.9004	0.0081448
83.555	1.9860	777.13	0.0012868	-3.0659	-3.0587	83.821	29.419	58.245	787.57	-0.029467	127.39	0.13288	0.0074803	8.6050	0.11621	1.6358	2.2823	147.74	22.038	33.038	178.91	2.3609	5.9234	0.0081784
83.836	2.0424	775.78	0.0012890	-3.0496	-3.0423	84.016	29.378	58.305	784.64	-0.029216	126.13	0.13230	0.0074183	8.8327	0.11322	1.6395	2.2872	147.59	22.061	33.124	179.07	2.3472	5.9461	0.0082116
84.112	2.0988	774.45	0.0012912	-3.0337	-3.0261	84.206	29.339	58.365	781.76	-0.028967	124.92	0.13174	0.0073577	9.0601	0.11037	1.6431	2.2920	147.43	22.083	33.209	179.22	2.3340	5.9683	0.0082443
84.382	2.1552	773.14	0.0012934	-3.0181	-3.0103	84.391	29.301	58.425	778.93	-0.028718	123.74	0.13119	0.0072983	9.2873	0.10767	1.6465	2.2966	147.28	22.105	33.295	179.36	2.3212	5.9902	0.0082766
84.646	2.2116	771.86	0.0012956	-3.0027	-2.9947	84.573	29.264	58.484	776.16	-0.028471	122.61	0.13065	0.0072402	9.5143	0.10511	1.6499	2.3011	147.14	22.127	33.380	179.50	2.3087	6.0117	0.0083086
84.906	2.2679	770.59	0.0012977	-2.9877	-2.9794	84.751	29.228	58.544	773.43	-0.028225	121.51	0.13012	0.0071833	9.7410	0.10266	1.6532	2.3054	146.99	22.149	33.465	179.63	2.2966	6.0328	0.0083402
85.161	2.3243	769.35	0.0012998	-2.9729	-2.9644	84.925	29.193	58.604	770.75	-0.027980	120.44	0.12960	0.0071275	9.9675	0.10033	1.6564	2.3096	146.86	22.171	33.550	179.76	2.2849	6.0536	0.0083715
85.411	2.3807	768.12	0.0013019	-2.9583	-2.9496	85.096	29.158	58.664	768.11	-0.027735	119.41	0.12910	0.0070728	10.194	0.098098	1.6595	2.3137	146.72	22.192	33.634	179.89	2.2734	6.0741	0.0084025
85.657	2.4371	766.92	0.0013039	-2.9440	-2.9351	85.263	29.125	58.723	765.51	-0.027492	118.41	0.12860	0.0070191	10.420	0.095969	1.6625	2.3177	146.59	22.214	33.719	180.01	2.2623	6.0943	0.0084332
85.899	2.4935	765.72	0.0013060	-2.9299	-2.9208	85.428	29.092	58.783	762.96	-0.027249	117.43	0.12811	0.0069664	10.646	0.093932	1.6654	2.3216	146.46	22.235	33.803	180.12	2.2515	6.1141	0.0084636
86.137	2.5499	764.55	0.0013080	-2.9161	-2.9067	85.589	29.059	58.843	760.44	-0.027007	116.49	0.12763	0.0069147	10.872	0.091981	1.6683	2.3253	146.33	22.256	33.887	180.24	2.2410	6.1337	0.0084938
86.371	2.6063	763.39	0.0013099	-2.9024	-2.8929	85.747	29.028	58.903	757.97	-0.026765	115.57	0.12715	0.0068639	11.098	0.090110	1.6711	2.3290	146.21	22.277	33.971	180.34	2.2307	6.1530	0.0085237
86.601	2.6627	762.25	0.0013119	-2.8890	-2.8792	85.903	28.997	58.962	755.52	-0.026525	114.67	0.12669	0.0068140	11.323	0.088315	1.6738	2.3325	146.08	22.298	34.055	180.45	2.2207	6.1721	0.0085533
86.827	2.7190	761.12	0.0013138	-2.8758	-2.8658	86.055	28.967	59.022	753.12	-0.026285	113.80	0.12623	0.0067650	11.549	0.086591	1.6764	2.3360	145.96	22.318	34.139	180.55	2.2109	6.1909	0.0085827
87.050	2.7754	760.01	0.0013158	-2.8627	-2.8525	86.206	28.938	59.082	750.74	-0.026045	112.95	0.12578	0.0067167	11.774	0.084934	1.6790	2.3394	145.85	22.339	34.223	180.65	2.2013	6.2094	0.0086119
87.270	2.8318	758.91	0.0013177	-2.8499	-2.8394	86.353	28.909	59.142	748.40	-0.025806	112.12	0.12534	0.0066693	11.999	0.083340	1.6815	2.3427	145.73	22.360	34.306	180.74	2.1920	6.2278	0.0086409
87.487	2.8882	757.83	0.0013196	-2.8372	-2.8265	86.499	28.880	59.202	746.09	-0.025567	111.32	0.12490	0.0066226	12.224	0.081805	1.6840	2.3459	145.62	22.380	34.390	180.84	2.1829	6.2459	0.0086697
87.700	2.9446	756.75	0.0013214	-2.8247	-2.8138	86.642	28.853	59.262	743.80	-0.025329	110.53	0.12448	0.0065766	12.449	0.080326	1.6864	2.3490	145.51	22.400	34.473	180.93	2.1740	6.2638	0.0086982
87.911	3.0010	755.69	0.0013233	-2.8123	-2.8012	86.782	28.825	59.322	741.55	-0.025091	109.76	0.12405	0.0065313	12.674	0.078901	1.6887	2.3520	145.40	22.420	34.557	181.01	2.1653	6.2814	0.0087266
88.119	3.0574	754.64	0.0013251	-2.8002	-2.7888	86.921	28.799	59.382	739.33	-0.024854	109.01	0.12364	0.0064868	12.899	0.077525	1.6910	2.3550	145.29	22.440	34.641	181.10	2.1567	6.2989	0.0087549
88.323	3.1138	753.61	0.0013269	-2.7881	-2.7766	87.057	28.772	59.442	737.13	-0.024617	108.28	0.12323	0.0064429	13.124	0.076197	1.6932	2.3579	145.19	22.460	34.724	181.18	2.1484	6.3162	0.0087829
88.525	3.1702	752.58	0.0013288	-2.7763	-2.7645	87.192	28.747	59.503	734.95	-0.024380	107.56	0.12282	0.0063996	13.349	0.074914	1.6954	2.3607	145.09	22.480	34.808	181.26	2.1402	6.3333	0.0088108
88.725	3.2265	751.57	0.0013306	-2.7645	-2.7525	87.324	28.722	59.563	732.81	-0.024144	106.86	0.12242	0.0063570	13.573	0.073674	1.6976	2.3635	144.99	22.500	34.891	181.33	2.1322	6.3502	0.0088386
88.922	3.2829	750.56	0.0013323	-2.7529	-2.7407	87.455	28.697	59.623	730.68	-0.023907	106.17	0.12203	0.0063149	13.798	0.072474	1.6996	2.3662	144.89	22.520	34.975	181.40	2.1243	6.3669	0.0088662
89.116	3.3393	749.57	0.0013341	-2.7415	-2.7290	87.584	28.672	59.684	728.59	-0.023671	105.50	0.12164	0.0062735	14.023	0.071313	1.7017	2.3688	144.79	22.539	35.058	181.48	2.1166	6.3835	0.0088936
89.308	3.3957	748.59	0.0013359	-2.7302	-2.7175	87.711	28.649	59.744	726.51	-0.023436	104.85	0.12126	0.0062326	14.247	0.070189	1.7037	2.3713	144.69	22.559	35.142	181.55	2.1090	6.3998	0.0089209
89.498	3.4521	747.61	0.0013376	-2.7190	-2.7060	87.836	28.625	59.805	724.46	-0.023200	104.20	0.12088	0.0061923	14.472	0.069100	1.7056	2.3738	144.60	22.578	35.225	181.61	2.1016	6.4161	0.0089481
89.686	3.5085	746.65	0.0013393	-2.7079	-2.6947	87.960	28.602	59.866	722.42	-0.022965	103.57	0.12051	0.0061525	14.696	0.068044	1.7075	2.3763	144.50	22.598	35.309	181.68	2.0944	6.4322	0.0089752
89.871	3.5649	745.69	0.0013410	-2.6970	-2.6836	88.082	28.579	59.927	720.41	-0.022729	102.96	0.12014	0.0061132	14.921	0.067020	1.7094	2.3787	144.41	22.617	35.392	181.74	2.0872	6.4481	0.0090021
90.054	3.6213	744.74	0.0013427	-2.6861	-2.6725	88.203	28.557	59.987	718.42	-0.022494	102.35	0.11978	0.0060744	15.145	0.066026	1.7112	2.3810	144.32	22.636	35.476	181.80	2.0802	6.4639	0.0090290
90.235	3.6776	743.81	0.0013444	-2.6754	-2.6616	88.322	28.535	60.049	716.45	-0.022259	101.76	0.11942	0.0060361	15.370	0.065062	1.7130	2.3833	144.23	22.655	35.560	181.86	2.0733	6.4795	0.0090557
90.414	3.7340	742.88	0.0013461	-2.6648	-2.6507	88.439	28.513	60.110	714.50	-0.022024	101.17	0.11907	0.0059983	15.595	0.064125	1.7147	2.3855	144.14	22.675	35.643	181.92	2.0665	6.4950	0.0090823
90.591	3.7904	741.95	0.0013478	-2.6543	-2.6400	88.555	28.492	60.171	712.57	-0.021789	100.60	0.11872	0.0059610	15.819	0.063215	1.7164	2.3876	144.05	22.694	35.727	181.97	2.0599	6.5103	0.0091088
90.766	3.8468	741.04	0.0013495	-2.6439	-2.6294	88.670	28.471	60.232	710.65	-0.021555	100.04	0.11837	0.0059241	16.044	0.062330	1.7181	2.3898	143.97	22.712	35.811	182.03	2.0533	6.5256	0.0091353
90.939	3.9032	740.13	0.0013511	-2.6337	-2.6189	88.784	28.451	60.294	708.76	-0.021320	99.490	0.11803	0.0058876	16.268	0.061470	1.7197	2.3918	143.88	22.731	35.895	182.08	2.0469	6.5407	0.0091616
91.111	3.9596	739.23	0.0013528	-2.6235	-2.6085	88.896	28.431	60.355	706.88	-0.021085	98.948	0.11769	0.0058516	16.493	0.060632	1.7213	2.3938	143.80	22.750	35.979	182.13	2.0405	6.5556	0.0091879
91.281	4.0160	738.34	0.0013544	-2.6134	-2.5982	89.006	28.411	60.417	705.02	-0.020850	98.417	0.11736	0.0058160	16.717	0.059818	1.7229	2.3958	143.72	22.769	36.063	182.18	2.0343	6.5705	0.0092140
91.449	4.0724	737.46	0.0013560	-2.6034	-2.5879	89.116	28.391	60.479	703.17	-0.020615	97.895	0.11702	0.0057808	16.942	0.059025	1.7244	2.3977	143.63	22.788	36.148	182.23	2.0282	6.5852	0.0092401
91.615	4.1287	736.58	0.0013576	-2.5935	-2.5778	89.224	28.372	60.541	701.34	-0.020380	97.381	0.11670	0.0057460	17.167	0.058252	1.7259	2.3996	143.55	22.806	36.232	182.27	2.0221	6.5999	0.0092661
91.779	4.1851	735.71	0.0013592	-2.5837	-2.5678	89.331	28.353	60.603	699.53	-0.020145	96.876	0.11637	0.0057115	17.392	0.057499	1.7273	2.4015	143.47	22.825	36.316	182.32	2.0162	6.6144	0.0092921
91.942	4.2415	734.85	0.0013608	-2.5740	-2.5578	89.437	28.334	60.665	697.73	-0.019910	96.380	0.11605	0.0056775	17.616	0.056765	1.7288	2.4033	143.40	22.844	36.401	182.36	2.0103	6.6288	0.0093179
92.104	4.2979	733.99	0.0013624	-2.5643	-2.5479	89.542	28.315	60.728	695.94	-0.019675	95.892	0.11574	0.0056438	17.841	0.056050	1.7302	2.4050	143.32	22.862	36.486	182.40	2.0045	6.6431	0.0093437
92.264	4.3543	733.14	0.0013640	-2.5548	-2.5382	89.646	28.297	60.790	694.17	-0.019440	95.411	0.11542	0.0056105	18.066	0.055352	1.7316	2.4067	143.24	22.881	36.570	182.44	1.9988	6.6573	0.0093695
92.422	4.4107	732.29	0.0013656	-2.5453	-2.5285	89.749	28.279	60.853	692.42	-0.019205	94.939	0.11511	0.0055776	18.291	0.054672	1.7329	2.4084	143.17	22.899	36.655	182.48	1.9932	6.6714	0.0093951
92.579	4.4671	731.45	0.0013671	-2.5360	-2.5188	89.850	28.262	60.916	690.68	-0.018969	94.474	0.11480	0.0055450	18.516	0.054007	1.7342	2.4101	143.09	22.917	36.740	182.52	1.9877	6.6853	0.0094208
92.734	4.5235	730.62	0.0013687	-2.5266	-2.5093	89.951	28.244	60.979	688.95	-0.018734	94.016	0.11450	0.0055127	18.741	0.053359	1.7355	2.4117	143.02	22.936	36.825	182.56	1.9823	6.6992	0.0094463
92.888	4.5799	729.79	0.0013703	-2.5174	-2.4998	90.051	28.227	61.042	687.24	-0.018498	93.565	0.11420	0.0054808	18.966	0.052725	1.7368	2.4132	142.94	22.954	36.911	182.59	1.9769	6.7130	0.0094718
93.041	4.6362	728.97	0.0013718	-2.5083	-2.4905	90.149	28.210	61.105	685.54	-0.018262	93.120	0.11390	0.0054491	19.191	0.052106	1.7380	2.4148	142.87	22.972	36.996	182.63	1.9716	6.7268	0.0094973
93.193	4.6926	728.15	0.0013733	-2.4992	-2.4811	90.247	28.193	61.168	683.85	-0.018026	92.683	0.11360	0.0054178	19.417	0.051502	1.7392	2.4162	142.80	22.990	37.082	182.66	1.9663	6.7404	0.0095227
93.343	4.7490	727.34	0.0013749	-2.4902	-2.4719	90.344	28.177	61.232	682.17	-0.017790	92.252	0.11331	0.0053868	19.642	0.050911	1.7404	2.4177	142.73	23.008	37.167	182.69	1.9612	6.7539	0.0095481
93.491	4.8054	726.54	0.0013764	-2.4812	-2.4627	90.440	28.161	61.295	680.51	-0.017554	91.827	0.11302	0.0053562	19.868	0.050333	1.7416	2.4191	142.66	23.027	37.253	182.72	1.9561	6.7674	0.0095734
93.639	4.8618	725.74	0.0013779	-2.4724	-2.4536	90.535	28.145	61.359	678.86	-0.017317	91.408	0.11273	0.0053258	20.093	0.049768	1.7427	2.4205	142.59	23.045	37.339	182.75	1.9511	6.7807	0.0095987
93.785	4.9182	724.94	0.0013794	-2.4636	-2.4446	90.629	28.129	61.423	677.22	-0.017080	90.996	0.11245	0.0052957	20.319	0.049216	1.7438	2.4219	142.52	23.063	37.426	182.78	1.9461	6.7940	0.0096240
93.930	4.9746	724.15	0.0013809	-2.4549	-2.4356	90.722	28.113	61.487	675.59	-0.016843	90.589	0.11217	0.0052658	20.545	0.048675	1.7449	2.4232	142.45	23.081	37.512	182.81	1.9412	6.8072	0.0096492
94.074	5.0310	723.36	0.0013824	-2.4462	-2.4267	90.814	28.098	61.552	673.97	-0.016606	90.187	0.11189	0.0052363	20.770	0.048146	1.7460	2.4245	142.38	23.099	37.598	182.84	1.9364	6.8203	0.0096743
94.216	5.0873	722.58	0.0013839	-2.4376	-2.4179	90.906	28.083	61.616	672.36	-0.016369	89.791	0.11161	0.0052070	20.996	0.047628	1.7470	2.4258	142.32	23.116	37.685	182.86	1.9316	6.8334	0.0096995
